1.tif,0,663,100.5,40000,1
2.tif,0.7186,663,100.5,40000,1
3.tif,1.4372,663,100.5,40000,1
4.tif,2.1558,663,100.5,40000,1
5.tif,2.8744,663,100.5,40000,1
6.tif,3.593,663,100.5,40000,1
7.tif,4.3116,663,100.5,40000,1
8.tif,5.0302,663,100.5,40000,1
9.tif,5.7488,663,100.5,40000,1
10.tif,6.4674,663,100.5,40000,1
11.tif,7.186,663,100.5,40000,1
12.tif,7.9046,663,100.5,40000,1
13.tif,8.6232,663,100.5,40000,1
14.tif,9.3418,663,100.5,40000,1
15.tif,10.0604,663,100.5,40000,1
16.tif,10.779,663,100.5,40000,1
17.tif,11.4976,663,100.5,40000,1
18.tif,12.2162,663,100.5,40000,1
19.tif,12.9348,663,100.5,40000,1
20.tif,13.6534,663,100.5,40000,1
21.tif,14.372,663,100.5,40000,1
22.tif,15.0906,663,100.5,40000,1
23.tif,15.8092,663,100.5,40000,1
24.tif,16.5278,663,100.5,40000,1
25.tif,17.2464,663,100.5,40000,1
26.tif,17.965,663,100.5,40000,1
27.tif,18.6836,663,100.5,40000,1
28.tif,19.4022,663,100.5,40000,1
29.tif,20.1208,663,100.5,40000,1
30.tif,20.8394,663,100.5,40000,1
31.tif,21.558,663,100.5,40000,1
32.tif,22.2766,663,100.5,40000,1
33.tif,22.9952,663,100.5,40000,1
34.tif,23.7138,663,100.5,40000,1
35.tif,24.4324,663,100.5,40000,1
36.tif,25.151,663,100.5,40000,1
37.tif,25.8696,663,100.5,40000,1
38.tif,26.5882,663,100.5,40000,1
39.tif,27.3068,663,100.5,40000,1
40.tif,28.0254,663,100.5,40000,1
41.tif,28.744,663,100.5,40000,1
42.tif,29.4626,663,100.5,40000,1
43.tif,30.1812,663,100.5,40000,1
44.tif,30.8998,663,100.5,40000,1
45.tif,31.6184,663,100.5,40000,1
46.tif,32.337,663,100.5,40000,1
47.tif,33.0556,663,100.5,40000,1
48.tif,33.7742,663,100.5,40000,1
49.tif,34.4928,663,100.5,40000,1
50.tif,35.2114,663,100.5,40000,1
51.tif,35.93,663,100.5,40000,1
52.tif,36.6486,663,100.5,40000,1
53.tif,37.3672,663,100.5,40000,1
54.tif,38.0858,663,100.5,40000,1
55.tif,38.8044,663,100.5,40000,1
56.tif,39.523,663,100.5,40000,1
57.tif,40.2416,663,100.5,40000,1
58.tif,40.9602,663,100.5,40000,1
59.tif,41.6788,663,100.5,40000,1
60.tif,42.3974,663,100.5,40000,1
61.tif,43.116,663,100.5,40000,1
62.tif,43.8346,663,100.5,40000,1
63.tif,44.5532,663,100.5,40000,1
64.tif,45.2718,663,100.5,40000,1
65.tif,45.9904,663,100.5,40000,1
66.tif,46.709,663,100.5,40000,1
67.tif,47.4276,663,100.5,40000,1
68.tif,48.1462,663,100.5,40000,1
69.tif,48.8648,663,100.5,40000,1
70.tif,49.5834,663,100.5,40000,1
71.tif,50.302,663,100.5,40000,1
72.tif,51.0206,663,100.5,40000,1
73.tif,51.7392,663,100.5,40000,1
74.tif,52.4578,663,100.5,40000,1
75.tif,53.1764,663,100.5,40000,1
76.tif,53.895,663,100.5,40000,1
77.tif,54.6136,663,100.5,40000,1
78.tif,55.3322,663,100.5,40000,1
79.tif,56.0508,663,100.5,40000,1
80.tif,56.7694,663,100.5,40000,1
81.tif,57.488,663,100.5,40000,1
82.tif,58.2066,663,100.5,40000,1
83.tif,58.9252,663,100.5,40000,1
84.tif,59.6438,663,100.5,40000,1
85.tif,60.3624,663,100.5,40000,1
86.tif,61.081,663,100.5,40000,1
87.tif,61.7996,663,100.5,40000,1
88.tif,62.5182,663,100.5,40000,1
89.tif,63.2368,663,100.5,40000,1
90.tif,63.9554,663,100.5,40000,1
91.tif,64.674,663,100.5,40000,1
92.tif,65.3926,663,100.5,40000,1
93.tif,66.1112,663,100.5,40000,1
94.tif,66.8298,663,100.5,40000,1
95.tif,67.5484,663,100.5,40000,1
96.tif,68.267,663,100.5,40000,1
97.tif,68.9856,663,100.5,40000,1
98.tif,69.7042,663,100.5,40000,1
99.tif,70.4228,663,100.5,40000,1
100.tif,71.1414,663,100.5,40000,1
101.tif,71.86,663,100.5,40000,1
102.tif,72.5786,663,100.5,40000,1
103.tif,73.2972,663,100.5,40000,1
104.tif,74.0158,663,100.5,40000,1
105.tif,74.7344,663,100.5,40000,1
106.tif,75.453,663,100.5,40000,1
107.tif,76.1716,663,100.5,40000,1
108.tif,76.8902,663,100.5,40000,1
109.tif,77.6088,663,100.5,40000,1
110.tif,78.3274,663,100.5,40000,1
111.tif,79.046,663,100.5,40000,1
112.tif,79.7646,663,100.5,40000,1
113.tif,80.4832,663,100.5,40000,1
114.tif,81.2018,663,100.5,40000,1
115.tif,81.9204,663,100.5,40000,1
116.tif,82.639,663,100.5,40000,1
117.tif,83.3576,663,100.5,40000,1
118.tif,84.0762,663,100.5,40000,1
119.tif,84.7948,663,100.5,40000,1
120.tif,85.5134,663,100.5,40000,1
121.tif,86.232,663,100.5,40000,1
122.tif,86.9506,663,100.5,40000,1
123.tif,87.6692,663,100.5,40000,1
124.tif,88.3878,663,100.5,40000,1
125.tif,89.1064,663,100.5,40000,1
126.tif,89.825,663,100.5,40000,1
127.tif,90.5436,663,100.5,40000,1
128.tif,91.2622,663,100.5,40000,1
129.tif,91.9808,663,100.5,40000,1
130.tif,92.6994,663,100.5,40000,1
131.tif,93.418,663,100.5,40000,1
132.tif,94.1366,663,100.5,40000,1
133.tif,94.8552,663,100.5,40000,1
134.tif,95.5738,663,100.5,40000,1
135.tif,96.2924,663,100.5,40000,1
136.tif,97.011,663,100.5,40000,1
137.tif,97.7296,663,100.5,40000,1
138.tif,98.4482,663,100.5,40000,1
139.tif,99.1668,663,100.5,40000,1
140.tif,99.8854,663,100.5,40000,1
141.tif,100.604,663,100.5,40000,1
142.tif,101.3226,663,100.5,40000,1
143.tif,102.0412,663,100.5,40000,1
144.tif,102.7598,663,100.5,40000,1
145.tif,103.4784,663,100.5,40000,1
146.tif,104.197,663,100.5,40000,1
147.tif,104.9156,663,100.5,40000,1
148.tif,105.6342,663,100.5,40000,1
149.tif,106.3528,663,100.5,40000,1
150.tif,107.0714,663,100.5,40000,1
151.tif,107.79,663,100.5,40000,1
152.tif,108.5086,663,100.5,40000,1
153.tif,109.2272,663,100.5,40000,1
154.tif,109.9458,663,100.5,40000,1
155.tif,110.6644,663,100.5,40000,1
156.tif,111.383,663,100.5,40000,1
157.tif,112.1016,663,100.5,40000,1
158.tif,112.8202,663,100.5,40000,1
159.tif,113.5388,663,100.5,40000,1
160.tif,114.2574,663,100.5,40000,1
161.tif,114.976,663,100.5,40000,1
162.tif,115.6946,663,100.5,40000,1
163.tif,116.4132,663,100.5,40000,1
164.tif,117.1318,663,100.5,40000,1
165.tif,117.8504,663,100.5,40000,1
166.tif,118.569,663,100.5,40000,1
167.tif,119.2876,663,100.5,40000,1
168.tif,120.0062,663,100.5,40000,1
169.tif,120.7248,663,100.5,40000,1
170.tif,121.4434,663,100.5,40000,1
171.tif,122.162,663,100.5,40000,1
172.tif,122.8806,663,100.5,40000,1
173.tif,123.5992,663,100.5,40000,1
174.tif,124.3178,663,100.5,40000,1
175.tif,125.0364,663,100.5,40000,1
176.tif,125.755,663,100.5,40000,1
177.tif,126.4736,663,100.5,40000,1
178.tif,127.1922,663,100.5,40000,1
179.tif,127.9108,663,100.5,40000,1
180.tif,128.6294,663,100.5,40000,1
181.tif,129.348,663,100.5,40000,1
182.tif,130.0666,663,100.5,40000,1
183.tif,130.7852,663,100.5,40000,1
184.tif,131.5038,663,100.5,40000,1
185.tif,132.2224,663,100.5,40000,1
186.tif,132.941,663,100.5,40000,1
187.tif,133.6596,663,100.5,40000,1
188.tif,134.3782,663,100.5,40000,1
189.tif,135.0968,663,100.5,40000,1
190.tif,135.8154,663,100.5,40000,1
191.tif,136.534,663,100.5,40000,1
192.tif,137.2526,663,100.5,40000,1
193.tif,137.9712,663,100.5,40000,1
194.tif,138.6898,663,100.5,40000,1
195.tif,139.4084,663,100.5,40000,1
196.tif,140.127,663,100.5,40000,1
197.tif,140.8456,663,100.5,40000,1
198.tif,141.5642,663,100.5,40000,1
199.tif,142.2828,663,100.5,40000,1
200.tif,143.0014,663,100.5,40000,1
201.tif,143.72,663,100.5,40000,1
202.tif,144.4386,663,100.5,40000,1
203.tif,145.1572,663,100.5,40000,1
204.tif,145.8758,663,100.5,40000,1
205.tif,146.5944,663,100.5,40000,1
206.tif,147.313,663,100.5,40000,1
207.tif,148.0316,663,100.5,40000,1
208.tif,148.7502,663,100.5,40000,1
209.tif,149.4688,663,100.5,40000,1
210.tif,150.1874,663,100.5,40000,1
211.tif,150.906,663,100.5,40000,1
212.tif,151.6246,663,100.5,40000,1
213.tif,152.3432,663,100.5,40000,1
214.tif,153.0618,663,100.5,40000,1
215.tif,153.7804,663,100.5,40000,1
216.tif,154.499,663,100.5,40000,1
217.tif,155.2176,663,100.5,40000,1
218.tif,155.9362,663,100.5,40000,1
219.tif,156.6548,663,100.5,40000,1
220.tif,157.3734,663,100.5,40000,1
221.tif,158.092,663,100.5,40000,1
222.tif,158.8106,663,100.5,40000,1
223.tif,159.5292,663,100.5,40000,1
224.tif,160.2478,663,100.5,40000,1
225.tif,160.9664,663,100.5,40000,1
226.tif,161.685,663,100.5,40000,1
227.tif,162.4036,663,100.5,40000,1
228.tif,163.1222,663,100.5,40000,1
229.tif,163.8408,663,100.5,40000,1
230.tif,164.5594,663,100.5,40000,1
231.tif,165.278,663,100.5,40000,1
232.tif,165.9966,663,100.5,40000,1
233.tif,166.7152,663,100.5,40000,1
234.tif,167.4338,663,100.5,40000,1
235.tif,168.1524,663,100.5,40000,1
236.tif,168.871,663,100.5,40000,1
237.tif,169.5896,663,100.5,40000,1
238.tif,170.3082,663,100.5,40000,1
239.tif,171.0268,663,100.5,40000,1
240.tif,171.7454,663,100.5,40000,1
241.tif,172.464,663,100.5,40000,1
242.tif,173.1826,663,100.5,40000,1
243.tif,173.9012,663,100.5,40000,1
244.tif,174.6198,663,100.5,40000,1
245.tif,175.3384,663,100.5,40000,1
246.tif,176.057,663,100.5,40000,1
247.tif,176.7756,663,100.5,40000,1
248.tif,177.4942,663,100.5,40000,1
249.tif,178.2128,663,100.5,40000,1
250.tif,178.9314,663,100.5,40000,1
251.tif,179.65,663,100.5,40000,1
252.tif,180.3686,663,100.5,40000,1
253.tif,181.0872,663,100.5,40000,1
254.tif,181.8058,663,100.5,40000,1
255.tif,182.5244,663,100.5,40000,1
256.tif,183.243,663,100.5,40000,1
257.tif,183.9616,663,100.5,40000,1
258.tif,184.6802,663,100.5,40000,1
259.tif,185.3988,663,100.5,40000,1
260.tif,186.1174,663,100.5,40000,1
261.tif,186.836,663,100.5,40000,1
262.tif,187.5546,663,100.5,40000,1
263.tif,188.2732,663,100.5,40000,1
264.tif,188.9918,663,100.5,40000,1
265.tif,189.7104,663,100.5,40000,1
266.tif,190.429,663,100.5,40000,1
267.tif,191.1476,663,100.5,40000,1
268.tif,191.8662,663,100.5,40000,1
269.tif,192.5848,663,100.5,40000,1
270.tif,193.3034,663,100.5,40000,1
271.tif,194.022,663,100.5,40000,1
272.tif,194.7406,663,100.5,40000,1
273.tif,195.4592,663,100.5,40000,1
274.tif,196.1778,663,100.5,40000,1
275.tif,196.8964,663,100.5,40000,1
276.tif,197.615,663,100.5,40000,1
277.tif,198.3336,663,100.5,40000,1
278.tif,199.0522,663,100.5,40000,1
279.tif,199.7708,663,100.5,40000,1
280.tif,200.4894,663,100.5,40000,1
281.tif,201.208,663,100.5,40000,1
282.tif,201.9266,663,100.5,40000,1
283.tif,202.6452,663,100.5,40000,1
284.tif,203.3638,663,100.5,40000,1
285.tif,204.0824,663,100.5,40000,1
286.tif,204.801,663,100.5,40000,1
287.tif,205.5196,663,100.5,40000,1
288.tif,206.2382,663,100.5,40000,1
289.tif,206.9568,663,100.5,40000,1
290.tif,207.6754,663,100.5,40000,1
291.tif,208.394,663,100.5,40000,1
292.tif,209.1126,663,100.5,40000,1
293.tif,209.8312,663,100.5,40000,1
294.tif,210.5498,663,100.5,40000,1
295.tif,211.2684,663,100.5,40000,1
296.tif,211.987,663,100.5,40000,1
297.tif,212.7056,663,100.5,40000,1
298.tif,213.4242,663,100.5,40000,1
299.tif,214.1428,663,100.5,40000,1
300.tif,214.8614,663,100.5,40000,1
